,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
2016-01-14,23.016216278076172,593.0,98.37000274658203,731.3900146484375,41.236000061035156,24.8799991607666,593.0,98.37000274658203,731.3900146484375,41.236000061035156,25.1200008392334,602.25,98.87000274658203,739.8900146484375,42.0,23.934999465942383,569.8800048828125,92.44999694824219,705.0,38.67599868774414,24.489999771118164,580.25,95.8499984741211,724.4400024414062,40.44200134277344,252680400,7238000,48658600,2777900,32453500
2016-01-15,22.463472366333008,570.1799926757812,94.97000122070312,710.489990234375,40.99800109863281,24.282499313354492,570.1799926757812,94.97000122070312,710.489990234375,40.99800109863281,24.427499771118164,584.6199951171875,96.37999725341797,724.1599731445312,41.013999938964844,23.84000015258789,565.2999877929688,93.54000091552734,701.510009765625,39.45000076293945,24.049999237060547,572.239990234375,93.9800033569336,709.989990234375,39.79399871826172,319335600,7784500,46132800,3833800,27893000
2016-01-19,22.354780197143555,574.47998046875,95.26000213623047,719.0800170898438,40.944000244140625,24.165000915527344,574.47998046875,95.26000213623047,719.0800170898438,40.944000244140625,24.662500381469727,584.0,97.41999816894531,725.3499755859375,42.09400177001953,23.875,566.4500122070312,93.91999816894531,709.8499755859375,40.15599822998047,24.602500915527344,577.0900268554688,96.52999877929688,720.1500244140625,41.742000579833984,212350800,4807200,30998300,2436200,20193500
2016-01-20,22.384841918945312,571.77001953125,94.3499984741211,718.5599975585938,39.7400016784668,24.197500228881836,571.77001953125,94.3499984741211,718.5599975585938,39.7400016784668,24.547500610351562,578.4500122070312,95.0,726.9500122070312,40.25600051879883,23.354999542236328,547.1799926757812,89.37000274658203,687.780029296875,38.25,23.774999618530273,564.3599853515625,92.83000183105469,705.9000244140625,39.880001068115234,289337600,7966400,59051400,4122000,29193000
2016-01-21,22.271520614624023,575.02001953125,94.16000366210938,726.6699829101562,39.99399948120117,24.075000762939453,575.02001953125,94.16000366210938,726.6699829101562,39.99399948120117,24.469999313354492,588.8099975585938,95.98999786376953,737.6699829101562,40.645999908447266,23.735000610351562,568.219970703125,92.62000274658203,711.1099853515625,39.00400161743164,24.264999389648438,573.5800170898438,94.91000366210938,720.1699829101562,40.310001373291016,208646000,4952200,30518900,2596900,15831000
2016-01-22,23.45563316345215,596.3800048828125,97.94000244140625,745.4600219726562,40.5099983215332,25.354999542236328,596.3800048828125,97.94000244140625,745.4600219726562,40.5099983215332,25.364999771118164,600.0999755859375,98.06999969482422,748.5599975585938,41.099998474121094,24.592500686645508,584.1099853515625,95.48999786376953,740.5,39.805999755859375,24.657499313354492,588.72998046875,96.41000366210938,742.0,40.959999084472656,263202000,5120100,30495400,2357300,15620500
2016-01-25,22.997716903686523,596.530029296875,97.01000213623047,733.6199951171875,39.2760009765625,24.860000610351562,596.530029296875,97.01000213623047,733.6199951171875,39.2760009765625,25.38249969482422,608.5,99.4800033569336,752.4600219726562,40.7140007019043,24.802499771118164,594.5599975585938,96.93000030517578,732.5,39.17599868774414,25.3799991607666,597.989990234375,98.72000122070312,743.8400268554688,40.012001037597656,207178000,4396100,32482000,2267000,13493500
2016-01-26,23.124914169311523,601.25,97.33999633789062,733.7899780273438,38.71200180053711,24.997499465942383,601.25,97.33999633789062,733.7899780273438,38.71200180053711,25.219999313354492,604.5,97.87999725341797,739.4600219726562,39.56399917602539,24.517499923706055,590.3800048828125,95.66000366210938,726.969970703125,37.7760009765625,24.982500076293945,603.4500122070312,97.76000213623047,735.2100219726562,39.34000015258789,300308000,3765700,26877100,1547000,24821000
2016-01-27,21.605453491210938,583.3499755859375,94.44999694824219,717.5800170898438,37.61399841308594,23.354999542236328,583.3499755859375,94.44999694824219,717.5800170898438,37.61399841308594,24.157499313354492,603.3900146484375,97.8499984741211,735.8900146484375,38.652000427246094,23.334999084472656,578.780029296875,94.2300033569336,713.4500122070312,37.15399932861328,24.010000228881836,601.989990234375,97.79000091552734,735.8900146484375,38.47600173950195,533478800,5152900,58699400,2121400,18086000
2016-01-28,21.76041030883789,635.3499755859375,109.11000061035156,748.2999877929688,37.939998626708984,23.522499084472656,635.3499755859375,109.11000061035156,748.2999877929688,37.939998626708984,23.6299991607666,638.0599975585938,110.33999633789062,751.1599731445312,38.25600051879883,23.09749984741211,597.5499877929688,104.80999755859375,730.5999755859375,36.481998443603516,23.447500228881836,608.3699951171875,107.19999694824219,738.1900024414062,38.15800094604492,222715200,14015200,107475300,3105200,22964000
2016-01-29,22.512041091918945,587.0,112.20999908447266,761.3499755859375,38.2400016784668,24.334999084472656,587.0,112.20999908447266,761.3499755859375,38.2400016784668,24.334999084472656,593.0,112.83999633789062,765.1099853515625,38.74800109863281,23.587499618530273,570.0,108.83999633789062,744.2000122070312,37.61600112915039,23.697500228881836,571.97998046875,108.98999786376953,748.9600219726562,37.9900016784668,257666000,14677600,62739500,3790400,14261500
2016-02-01,22.30158233642578,574.8099975585938,115.08999633789062,770.77001953125,39.38800048828125,24.107500076293945,574.8099975585938,115.08999633789062,770.77001953125,39.38800048828125,24.177499771118164,581.7999877929688,115.72000122070312,777.5900268554688,39.90399932861328,23.850000381469727,570.3099975585938,112.01000213623047,761.3800048828125,36.54999923706055,24.11750030517578,578.1500244140625,112.2699966430664,771.260009765625,37.75199890136719,163774000,6355100,46132700,5576100,26488000
2016-02-02,21.850603103637695,552.0999755859375,114.61000061035156,780.9099731445312,36.555999755859375,23.6200008392334,552.0999755859375,114.61000061035156,780.9099731445312,36.555999755859375,24.010000228881836,571.5599975585938,117.58999633789062,810.3499755859375,38.624000549316406,23.56999969482422,550.0900268554688,113.19999694824219,780.5999755859375,36.04600143432617,23.854999542236328,570.0,114.80000305175781,800.5,38.48400115966797,149428800,6312000,59778600,6792300,28868000
2016-02-03,22.283084869384766,531.0700073242188,112.69000244140625,749.3800048828125,34.69599914550781,24.087499618530273,531.0700073242188,112.69000244140625,749.3800048828125,34.69599914550781,24.209999084472656,556.0,115.33999633789062,791.4299926757812,36.78799819946289,23.520000457763672,521.9000244140625,109.75,736.260009765625,34.0359992980957,23.75,553.5,115.2699966430664,786.280029296875,36.71799850463867,183857200,10048700,56919300,6555700,39657000
2016-02-04,22.462125778198242,536.260009765625,110.48999786376953,730.030029296875,35.066001892089844,24.149999618530273,536.260009765625,110.48999786376953,730.030029296875,35.066001892089844,24.332500457763672,538.989990234375,111.94000244140625,745.239990234375,35.19599914550781,23.797500610351562,519.219970703125,109.25,722.5999755859375,33.39799880981445,23.96500015258789,525.0,111.80000305175781,744.5900268554688,34.13999938964844,185886800,6199100,38890200,5246100,21927000
2016-02-05,21.86220932006836,502.1300048828125,104.06999969482422,703.760009765625,32.52000045776367,23.5049991607666,502.1300048828125,104.06999969482422,703.760009765625,32.52000045776367,24.229999542236328,529.4500122070312,109.58000183105469,726.719970703125,34.599998474121094,23.422500610351562,499.19000244140625,103.18000030517578,700.1400146484375,31.54800033569336,24.1299991607666,529.280029296875,109.51000213623047,725.5,34.2599983215332,185672400,9708900,76894700,5477800,47188000
2016-02-08,22.092409133911133,488.1000061035156,99.75,704.1599731445312,29.597999572753906,23.752500534057617,488.1000061035156,99.75,704.1599731445312,29.597999572753906,23.924999237060547,493.5,102.68000030517578,704.52001953125,31.43000030517578,23.260000228881836,475.2099914550781,97.45999908447266,682.010009765625,29.200000762939453,23.282499313354492,486.4700012207031,100.41000366210938,687.6799926757812,31.420000076293945,216085600,9825500,71229700,4470500,46565000
2016-02-09,22.087757110595703,482.07000732421875,99.54000091552734,701.02001953125,29.649999618530273,23.747499465942383,482.07000732421875,99.54000091552734,701.02001953125,29.649999618530273,23.985000610351562,498.3800048828125,102.4000015258789,720.9600219726562,31.95800018310547,23.482500076293945,474.0,96.81999969482422,688.5,28.209999084472656,23.572500228881836,478.010009765625,97.13999938964844,692.9500122070312,28.464000701904297,177324800,7077900,62709000,4215000,43258000
2016-02-10,21.920339584350586,490.4800109863281,101.0,706.8499755859375,28.733999252319336,23.5674991607666,490.4800109863281,101.0,706.8499755859375,28.733999252319336,24.087499618530273,504.6600036621094,103.25,723.219970703125,30.993999481201172,23.524999618530273,486.0,100.23999786376953,705.3900146484375,28.347999572753906,23.979999542236328,491.760009765625,101.55000305175781,711.7899780273438,30.100000381469727,169374400,6786200,45179400,3015700,52032500
2016-02-11,21.787796020507812,503.82000732421875,101.91000366210938,706.3599853515625,30.0939998626709,23.424999237060547,503.82000732421875,101.91000366210938,706.3599853515625,30.0939998626709,23.68000030517578,509.29998779296875,105.11000061035156,712.3200073242188,32.652000427246094,23.147499084472656,484.0,98.87999725341797,691.1900024414062,29.399999618530273,23.447500228881836,491.1700134277344,99.5999984741211,696.3400268554688,30.399999618530273,200298800,7397400,43670600,3250200,71262000
2016-02-12,21.85523223876953,507.0799865722656,102.01000213623047,706.8900146484375,30.20800018310547,23.497499465942383,507.0799865722656,102.01000213623047,706.8900146484375,30.20800018310547,23.625,516.75,104.23999786376953,716.0,31.402000427246094,23.252500534057617,501.489990234375,101.08999633789062,701.5800170898438,28.739999771118164,23.547500610351562,510.70001220703125,103.73999786376953,712.2100219726562,31.0,161405600,5384800,36176800,2326900,36179000
2016-02-16,22.47142791748047,521.0999755859375,101.61000061035156,717.6400146484375,31.034000396728516,24.15999984741211,521.0999755859375,101.61000061035156,717.6400146484375,31.034000396728516,24.212499618530273,524.4500122070312,103.93000030517578,722.8800048828125,32.59000015258789,23.65250015258789,511.6600036621094,100.23999786376953,710.1799926757812,30.82200050354004,23.7549991607666,519.47998046875,103.80000305175781,718.6500244140625,31.739999771118164,196231600,5118500,45687200,2172200,27969000
2016-02-17,22.81556510925293,534.0999755859375,105.19999694824219,731.969970703125,33.736000061035156,24.530000686645508,534.0999755859375,105.19999694824219,731.969970703125,33.736000061035156,24.552499771118164,537.47998046875,105.72000122070312,733.760009765625,33.86800003051758,24.037500381469727,519.3900146484375,100.4000015258789,716.6099853515625,31.336000442504883,24.167499542236328,528.739990234375,102.0199966430664,727.0,31.799999237060547,179452800,4824000,44073400,2457700,29126000
2016-02-18,22.38306999206543,525.0,103.47000122070312,717.510009765625,33.354000091552734,24.065000534057617,525.0,103.47000122070312,717.510009765625,33.354000091552734,24.72249984741211,541.2000122070312,106.0,736.0,34.59000015258789,24.022499084472656,523.72998046875,103.02999877929688,715.5499877929688,32.95399856567383,24.709999084472656,541.1900024414062,105.80000305175781,733.9600219726562,34.48400115966797,156084000,4735000,29593500,2363800,19438000
2016-02-19,22.33191680908203,534.9000244140625,104.56999969482422,722.1099853515625,33.316001892089844,24.010000228881836,534.9000244140625,104.56999969482422,722.1099853515625,33.316001892089844,24.190000534057617,535.9500122070312,105.0199966430664,724.030029296875,33.49800109863281,23.950000762939453,515.3499755859375,102.05999755859375,713.1199951171875,32.5,24.0,520.7100219726562,102.55000305175781,715.9000244140625,32.731998443603516,141496800,4974700,32404500,1745900,14797000
2016-02-22,22.527231216430664,559.5,107.16000366210938,729.0499877929688,35.54800033569336,24.219999313354492,559.5,107.16000366210938,729.0499877929688,35.54800033569336,24.225000381469727,560.6500244140625,108.25,734.8499755859375,35.78200149536133,23.979999542236328,541.0800170898438,105.33999633789062,723.4500122070312,33.970001220703125,24.077499389648438,542.2000122070312,105.48999786376953,729.510009765625,34.02399826049805,137123200,5566600,35709700,1875800,25300500
2016-02-23,22.018001556396484,552.9400024414062,105.45999908447266,717.2899780273438,35.44200134277344,23.672500610351562,552.9400024414062,105.45999908447266,717.2899780273438,35.44200134277344,24.125,556.9099731445312,107.47000122070312,730.9000244140625,36.34600067138672,23.637500762939453,545.3300170898438,105.12000274658203,715.6699829101562,34.736000061035156,24.100000381469727,555.5499877929688,106.8499984741211,726.0999755859375,35.231998443603516,127770400,4050800,25319300,2066600,29922000
2016-02-24,22.345863342285156,554.0399780273438,106.87999725341797,720.9000244140625,35.79999923706055,24.024999618530273,554.0399780273438,106.87999725341797,720.9000244140625,35.79999923706055,24.094999313354492,554.27001953125,106.94999694824219,721.219970703125,35.900001525878906,23.329999923706055,533.1500244140625,102.73999786376953,702.02001953125,33.56800079345703,23.4950008392334,545.75,104.20999908447266,710.6099853515625,34.54999923706055,145022800,6231700,34412400,1854600,26978000
2016-02-25,22.499330520629883,555.1500244140625,108.06999969482422,729.1199951171875,37.486000061035156,24.190000534057617,555.1500244140625,108.06999969482422,729.1199951171875,37.486000061035156,24.190000534057617,559.3900146484375,108.06999969482422,729.510009765625,37.70399856567383,23.8125,545.2899780273438,105.61000061035156,713.22998046875,35.040000915527344,24.012500762939453,555.52001953125,107.11000061035156,722.9299926757812,35.72999954223633,110330800,4525500,29906300,1807300,28753500
2016-02-26,22.534208297729492,555.22998046875,107.91999816894531,724.8599853515625,38.06800079345703,24.227500915527344,555.22998046875,107.91999816894531,724.8599853515625,38.06800079345703,24.5049991607666,562.5,109.44999694824219,736.1599731445312,38.400001525878906,24.145000457763672,553.1699829101562,107.16000366210938,721.9400024414062,37.0,24.299999237060547,560.1199951171875,108.69999694824219,733.5999755859375,37.7400016784668,115964400,4877000,26686200,2123700,30325500
2016-02-29,22.483057022094727,552.52001953125,106.91999816894531,717.219970703125,38.38600158691406,24.172500610351562,552.52001953125,106.91999816894531,717.219970703125,38.38600158691406,24.5575008392334,564.8099975585938,108.91000366210938,730.5999755859375,39.27000045776367,24.162500381469727,552.510009765625,106.75,716.8400268554688,37.84400177001953,24.21500015258789,554.0,107.5999984741211,721.0,38.47999954223633,140865200,4145400,32779000,2253400,22495000
2016-03-01,23.37596321105957,579.0399780273438,109.81999969482422,742.1699829101562,37.27000045776367,25.13249969482422,579.0399780273438,109.81999969482422,742.1699829101562,37.27000045776367,25.1924991607666,579.25,109.81999969482422,742.3300170898438,39.189998626708984,24.354999542236328,556.0,107.5999984741211,718.6400146484375,36.540000915527344,24.412500381469727,556.2899780273438,107.83000183105469,721.2999877929688,38.849998474121094,201628400,5038500,26817300,3005600,33561000
2016-03-02,23.42711639404297,580.2100219726562,109.94999694824219,739.47998046875,37.667999267578125,25.1875,580.2100219726562,109.94999694824219,739.47998046875,37.667999267578125,25.22249984741211,585.0,110.55000305175781,743.1199951171875,37.70399856567383,24.90999984741211,573.7000122070312,108.7699966430664,733.25,36.29999923706055,25.127500534057617,581.75,109.68000030517578,742.8699951171875,36.74599838256836,132678400,4582200,25670200,1814600,24312000
2016-03-03,23.601511001586914,577.489990234375,109.58000183105469,731.5900268554688,39.14799880981445,25.375,577.489990234375,109.58000183105469,731.5900268554688,39.14799880981445,25.427499771118164,579.8699951171875,110.30000305175781,741.0,39.48400115966797,25.112499237060547,573.1099853515625,108.54000091552734,729.6300048828125,36.84400177001953,25.145000457763672,577.9600219726562,110.25,739.47998046875,37.65599822998047,147822800,2741300,21353100,2026700,24145000
2016-03-04,23.952627182006836,575.1400146484375,108.38999938964844,730.219970703125,40.20800018310547,25.752500534057617,575.1400146484375,108.38999938964844,730.219970703125,40.20800018310547,25.9375,581.4000244140625,110.05000305175781,735.0,40.805999755859375,25.342500686645508,571.0700073242188,107.93000030517578,725.6199951171875,39.5,25.592500686645508,581.0700073242188,110.05000305175781,734.7999877929688,39.599998474121094,184220400,3416500,24938900,2425800,32445500
2016-03-07,23.687551498413086,562.7999877929688,105.7300033569336,712.7999877929688,41.05799865722656,25.467500686645508,562.7999877929688,105.7300033569336,712.7999877929688,41.05799865722656,25.707500457763672,573.6300048828125,108.06999969482422,727.2100219726562,41.939998626708984,25.239999771118164,555.5499877929688,104.72000122070312,705.1400146484375,39.47999954223633,25.59749984741211,573.5399780273438,108.06999969482422,725.1500244140625,39.5359992980957,143315600,4926900,31436400,3084500,26647000
2016-03-08,23.492223739624023,560.260009765625,105.93000030517578,713.530029296875,40.52000045776367,25.25749969482422,560.260009765625,105.93000030517578,713.530029296875,40.52000045776367,25.440000534057617,571.3499755859375,107.37000274658203,722.25,41.5,25.100000381469727,554.739990234375,104.4000015258789,704.0,40.439998626708984,25.19499969482422,557.8699951171875,104.77999877929688,708.3900146484375,40.70000076293945,126247600,4730000,25617000,2626500,20893500
2016-03-09,23.513154983520508,559.469970703125,107.51000213623047,725.4099731445312,41.74399948120117,25.280000686645508,559.469970703125,107.51000213623047,725.4099731445312,41.74399948120117,25.395000457763672,560.3499755859375,107.51000213623047,726.239990234375,41.874000549316406,25.0674991607666,550.1300048828125,105.48999786376953,712.6599731445312,40.55799865722656,25.327499389648438,559.5599975585938,106.69999694824219,715.1699829101562,40.90399932861328,108806800,4377300,20493300,1977200,16043000
2016-03-10,23.5247745513916,558.9299926757812,107.31999969482422,732.1699829101562,41.0359992980957,25.292499542236328,558.9299926757812,107.31999969482422,732.1699829101562,41.0359992980957,25.559999465942383,567.0,108.66000366210938,736.5399780273438,42.65800094604492,25.037500381469727,547.9000244140625,105.7699966430664,723.2899780273438,40.13399887084961,25.352500915527344,566.739990234375,107.91000366210938,727.7899780273438,42.0,134054400,3919900,24854300,2230800,25962500
2016-03-11,23.778234481811523,569.6099853515625,109.41000366210938,744.8699951171875,41.5,25.565000534057617,569.6099853515625,109.41000366210938,744.8699951171875,41.5,25.56999969482422,570.0599975585938,109.41999816894531,744.9000244140625,41.88399887084961,25.375,562.72998046875,107.91999816894531,736.7000122070312,41.066001892089844,25.559999465942383,566.9500122070312,108.4800033569336,739.9500122070312,41.58599853515625,109632800,3771300,20697600,1769000,16715500
2016-03-14,23.838687896728516,573.3699951171875,109.88999938964844,750.239990234375,43.029998779296875,25.6299991607666,573.3699951171875,109.88999938964844,750.239990234375,43.029998779296875,25.727500915527344,576.8900146484375,110.33000183105469,754.260009765625,43.34400177001953,25.44499969482422,563.0499877929688,108.7699966430664,743.6599731445312,42.12799835205078,25.477500915527344,567.0,109.27999877929688,744.969970703125,42.529998779296875,100304400,3454200,17249400,1641200,20328500
2016-03-15,24.31770133972168,577.02001953125,110.66999816894531,750.5700073242188,43.667999267578125,26.145000457763672,577.02001953125,110.66999816894531,750.5700073242188,43.667999267578125,26.295000076293945,581.52001953125,110.83000183105469,753.010009765625,43.79399871826172,25.962499618530273,567.0,108.83999633789062,742.8400268554688,42.29999923706055,25.989999771118164,571.0,109.11000061035156,746.02001953125,42.854000091552734,160270800,3876800,17618500,1491600,15902500
2016-03-16,24.640911102294922,574.27001953125,112.18000030517578,757.3599853515625,44.38600158691406,26.49250030517578,574.27001953125,112.18000030517578,757.3599853515625,44.38600158691406,26.577499389648438,581.3200073242188,112.5,759.0,44.51599884033203,26.147499084472656,571.1400146484375,110.0999984741211,746.5,43.40399932861328,26.15250015258789,576.6400146484375,110.48999786376953,749.0499877929688,43.599998474121094,153214000,3537700,24744800,1465300,17583500
2016-03-17,24.60137939453125,559.4400024414062,111.0199966430664,758.47998046875,45.2760009765625,26.450000762939453,559.4400024414062,111.0199966430664,758.47998046875,45.2760009765625,26.61750030517578,571.4000244140625,112.69000244140625,765.3400268554688,45.70000076293945,26.239999771118164,555.010009765625,110.7300033569336,757.3599853515625,44.0,26.3799991607666,569.510009765625,112.1500015258789,757.6500244140625,44.29399871826172,137682800,5928100,24241200,2228200,18914500
2016-03-18,24.629283905029297,552.0800170898438,111.44999694824219,755.4099731445312,46.54800033569336,26.479999542236328,552.0800170898438,111.44999694824219,755.4099731445312,46.54800033569336,26.625,562.3300170898438,112.41999816894531,762.1400146484375,46.895999908447266,26.297500610351562,546.0900268554688,110.2699966430664,751.8200073242188,45.61199951171875,26.584999084472656,560.9400024414062,111.55999755859375,761.6300048828125,45.81999969482422,176820800,7296900,36256900,2811100,23559000
2016-03-21,24.6269588470459,553.97998046875,111.8499984741211,762.1599731445312,47.66400146484375,26.477500915527344,553.97998046875,111.8499984741211,762.1599731445312,47.66400146484375,26.912500381469727,555.239990234375,112.37000274658203,763.3400268554688,47.97600173950195,26.28499984741211,538.5800170898438,111.02999877929688,751.27001953125,47.0,26.482500076293945,548.9099731445312,111.66000366210938,753.9099731445312,47.06800079345703,142010800,5155700,18448000,1438700,26539000
2016-03-22,24.8153018951416,560.47998046875,112.25,760.0499877929688,46.847999572753906,26.68000030517578,560.47998046875,112.25,760.0499877929688,46.847999572753906,26.822500228881836,562.760009765625,112.87999725341797,765.0,47.79800033569336,26.302499771118164,545.0499877929688,111.16999816894531,757.8800048828125,46.512001037597656,26.3125,545.1099853515625,111.36000061035156,758.4400024414062,47.44200134277344,129777600,4000600,19001100,1104800,21580000
2016-03-23,24.678110122680664,569.6300048828125,112.54000091552734,757.5599975585938,44.51599884033203,26.532499313354492,569.6300048828125,112.54000091552734,757.5599975585938,44.51599884033203,26.767499923706055,572.47998046875,113.19000244140625,765.3900146484375,46.94599914550781,26.475000381469727,558.0999755859375,112.0,756.030029296875,44.40599822998047,26.6200008392334,561.0,112.01000213623047,763.3499755859375,46.4739990234375,102814000,3983700,18562000,1233900,24744000
2016-03-24,24.571147918701172,582.9500122070312,113.05000305175781,754.8400268554688,45.54999923706055,26.417499542236328,582.9500122070312,113.05000305175781,754.8400268554688,45.54999923706055,26.5625,583.5499877929688,113.08999633789062,757.5599975585938,45.77799987792969,26.22249984741211,567.0800170898438,111.68000030517578,750.5,43.0,26.36750030517578,567.1099853515625,112.12999725341797,751.2000122070312,43.15599822998047,104532000,5185500,17839100,1555800,24804500
2016-03-28,24.45953369140625,579.8699951171875,113.69000244140625,753.280029296875,46.051998138427734,26.297500610351562,579.8699951171875,113.69000244140625,753.280029296875,46.051998138427734,26.547500610351562,584.75,114.58999633789062,758.2999877929688,46.96200180053711,26.264999389648438,575.5599975585938,112.94999694824219,752.0399780273438,45.0,26.5,584.4000244140625,113.31999969482422,756.1699829101562,46.321998596191406,77645600,3121500,21351800,1083800,19628500
2016-03-29,25.03852653503418,593.8599853515625,116.13999938964844,765.8900146484375,46.0260009765625,26.920000076293945,593.8599853515625,116.13999938964844,765.8900146484375,46.0260009765625,26.947500228881836,595.8499755859375,116.31999969482422,767.1799926757812,46.47600173950195,26.219999313354492,576.5,113.63999938964844,748.2899780273438,45.066001892089844,26.22249984741211,580.1500244140625,113.83000183105469,753.6799926757812,45.97800064086914,124760400,4392600,29825300,2003100,20071500
2016-03-30,25.475679397583008,598.6900024414062,114.69999694824219,768.3400268554688,45.37799835205078,27.389999389648438,598.6900024414062,114.69999694824219,768.3400268554688,45.37799835205078,27.604999542236328,603.239990234375,116.98999786376953,777.3099975585938,47.099998474121094,27.149999618530273,595.0,114.36000061035156,767.5800170898438,45.29999923706055,27.162500381469727,596.7100219726562,116.7300033569336,768.2100219726562,47.018001556396484,182404400,3890500,33235200,2019800,20165000
2016-03-31,25.343137741088867,593.6400146484375,114.0999984741211,762.9000244140625,45.95399856567383,27.247499465942383,593.6400146484375,114.0999984741211,762.9000244140625,45.95399856567383,27.475000381469727,600.75,115.01000213623047,769.0800170898438,47.48400115966797,27.219999313354492,592.2100219726562,113.7699966430664,758.25,45.00199890136719,27.43000030517578,599.280029296875,114.69999694824219,768.3400268554688,45.86800003051758,103553600,2681800,21207500,1627700,40064500
2016-04-01,25.575666427612305,598.5,116.05999755859375,769.6699829101562,47.518001556396484,27.497499465942383,598.5,116.05999755859375,769.6699829101562,47.518001556396484,27.5,599.030029296875,116.16999816894531,770.0399780273438,49.58000183105469,27.049999237060547,588.2999877929688,113.3499984741211,755.2000122070312,46.650001525878906,27.19499969482422,590.489990234375,113.75,757.1599731445312,48.965999603271484,103496000,2917400,24760500,1583700,79987500
